50000;aarReha Schinznach;Fachklinik für Rehabilitation;Badstrasse 55, 5116 Schinznach Bad;info@aarreha.ch;056 463 85 11;;ag;spital;8.164221099999999;47.4574952
50002;Aeskulap-Klinik;Ärztliche Ganzheitsmedizin;Gersauerstrasse 8, 6440 Brunnen;info@aeskulap.com;041 825 47 47;;sz;spital;8.6044862;46.9961824
50001;Adullam-Spital;;Mittlere Strasse 15, Postfach, 4003 Basel;info@adullam.ch;061 266 99 11;;bs;spital;7.592572699999999;47.557421
50007;Berit Paracelsus-Klinik AG;;Steinweg 1, Postfach, 9052 Niederteufen;info@beritklinik.ch;071 335 06 06;;ar;spital;9.3628736;47.39008
50004;Augen Glattzentrum AG;;Winterthurerstrasse 99, 8301 Glattzentrum;bruns@augenglatt.ch;044 878 70 70;;zh;spital;8.595684;47.408394
50003;Ambulante Psychiatrische Dienste;Kanton Zug;Rathausstrasse 1, Postfach 445, 6341 Baar;info.apd@zg.ch;041 723 66 00;;zg;spital;8.5260296;47.1947098
50005;Augenklinik;Dr. A. Scarpatetti AG;Gremmstrasse 17, 9053 Teufen AR;msc@augenklinik-teufen.ch;071 335 85 85;;ar;spital;9.3880391;47.3927979
50008;Berner Klinik Montana;;Impasse Palace Bellevue 1, 3963 Crans-Montana;bm@bernerklinik.ch;027 485 51 21;;vs;spital;7.4867287;46.3135087
50010;Bethesda Spital AG;;Gellertstrasse 144, Postfach, 4020 Basel;spitaldirektion@bethesda.ch;061 315 21 34;;bs;spital;7.592572699999999;47.557421
50011;Biotonus Clinique Bon Port;;Rue Bon Port 27, 1820 Montreux;info@biotonus.ch;021 966 58 58;;vd;spital;6.919211;46.4295194
50015;Centre de Chimiothérapie Anti-Cancéreuse CCAC;;Avenue d'Ouchy 35, 1006 Lausanne;ccac@bluewin.ch;021 647 70 54;;vd;spital;6.630084999999999;46.5122882
50009;Berner Reha Zentrum AG;;, 3625 Heiligenschwendi;j.waegli@rehabern.ch;033 244 33 33;;be;spital;7.6862812;46.750295
50012;Cardiocentro Ticino;;Via Tesserete 48, 6900 Lugano;fabio.rezzonico@cardiocentro.org;091 805 31 05;;ti;spital;8.9530704;46.0185229
50014;Center da sandà Val Müstair;;, 7536 Sta. Maria V. M.;verwaltung@ovmgr.ch;081 851 61 00;;gr;spital;10.423;46.6012
50016;Centre Médico-Psychologique (CMP) de la RCJU;;20, fabourg des Capucins, Case postale 2028, 2800 Delémont;nicolas.petremand@jura.ch;032 420 51 29;;ju;spital;7.3324722;47.3668919
50013;Center da sandà Engiadina Bassa;Ospidal;, 7550 Scuol;Joachim.Koppenberg@cseb.ch;081 861 10 00;;gr;spital;10.2977381;46.7968716
50020;Clienia Schlössli AG;Privatklinik für Psychiatrie;Schlösslistrasse 8, 8618 Oetwil am See;david.bosshard@clienia.ch;044 929 81 11;;zh;spital;8.7195444;47.2692079
50019;Clienia Littenheid AG;Privatklinik für Psychiatrie;, 9573 Littenheid;info.littenheid@clienia.ch;071 929 60 60;;tg;spital;9.00699;47.44099000000001
50006;Bad Schinznach AG;Privat-Klinik Im Park;Badstrasse 50, Postfach 67, 5116 Schinznach Bad;info@bs-ag.ch;056 463 76 34;;ag;spital;8.1684;47.44965089999999
50018;CHUV;Centre hospitalier universitaire vaudois;Rue du Bugnon 21, 1011 Lausanne;info@chuv.ch;021 314 11 11;;vd;spital;6.640716599999999;46.524663
50021;Clinica Hildebrand;Centro di riabilitazione Brissago;Via Crodolo, Casella postale, 6614 Brissago;info@clinica-hildebrand.ch;091 786 86 86;;ti;spital;8.6833242;46.12379929999999
50017;cereneo;center for neurology&rehabilitation;Seestrasse 18, 6354 Vitznau;admin@cereneo.ch;041 399 67 00;;lu;spital;8.4830993;47.010934
